[E 260922 00:02:08 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:02:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 00:11:41 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek. Error: Invalid expiry date. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/marketData/v1/optionGreek, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'd2:ed:a5:12:11:ea', 'Accept': 'application/json', 'X-PrivateKey': 'MqNi8riq', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'name': 'NIFTY', 'expirydate': '29SEP26'}, Response: {'message': 'Invalid expiry date', 'errorcode': None, 'status': False, 'data': None}
[E 260922 10:13:01 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:13:03 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:32 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:34 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[E 260922 10:14:38 smartWebSocketV2:87] Invalid initialization parameters. Provide valid values for all the tokens.
[W 260922 10:15:08 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:32 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:15:42 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:16:01 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:02 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:17:18 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:25 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:18:36 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:09 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:15 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:19:20 smartWebSocketV2:342] Connection closed due to max retry attempts reached.
[W 260922 10:20:04 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[W 260922 10:20:34 smartWebSocketV2:318] Attempting to resubscribe/reconnect (Attempt 1)...
[I 260922 10:25:06 smartConnect:496] Search successful. Found 6320 trading symbols for the given query:
    1. exchange: NFO, tradingsymbol: NIFTY06OCT2617850PE, symboltoken: 46918
    804. exchange: NFO, tradingsymbol: NIFTY13OCT2626950CE, symboltoken: 44900
    805. exchange: NFO, tradingsymbol: NIFTY13OCT2626950PE, symboltoken: 44902
    806. exchange: NFO, tradingsymbol: NIFTY13OCT2627000CE, symboltoken: 44903
    807. exchange: NFO, tradingsymbol: NIFTY13OCT2627000PE, symboltoken: 44905
    808. exchange: NFO, tradingsymbol: NIFTY13OCT2627050CE, symboltoken: 44906
    809. exchange: NFO, tradingsymbol: NIFTY13OCT2627050PE, symboltoken: 44907
    810. exchange: NFO, tradingsymbol: NIFTY13OCT2627100CE, symboltoken: 44908
    811. exchange: NFO, tradingsymbol: NIFTY13OCT2627100PE, symboltoken: 44909
    812. exchange: NFO, tradingsymbol: NIFTY13OCT2627150CE, symboltoken: 44910
    813. exchange: NFO, tradingsymbol: NIFTY13OCT2627150PE, symboltoken: 44913
    814. exchange: NFO, tradingsymbol: NIFTY13OCT2627200CE, symboltoken: 44914
    815. exchange: NFO, tradingsymbol: NIFTY13OCT2627200PE, symboltoken: 44917
    816. exchange: NFO, tradingsymbol: NIFTY13OCT2627250CE, symboltoken: 44918
    817. exchange: NFO, tradingsymbol: NIFTY13OCT2627250PE, symboltoken: 44919
    818. exchange: NFO, tradingsymbol: NIFTY13OCT2627300CE, symboltoken: 44920
    819. exchange: NFO, tradingsymbol: NIFTY13OCT2627300PE, symboltoken: 44921
    820. exchange: NFO, tradingsymbol: NIFTY13OCT2627350CE, symboltoken: 44922
    821. exchange: NFO, tradingsymbol: NIFTY13OCT2627350PE, symboltoken: 44923
    822. exchange: NFO, tradingsymbol: NIFTY13OCT2627400CE, symboltoken: 44926
    823. exchange: NFO, tradingsymbol: NIFTY13OCT2627400PE, symboltoken: 44927
    824. exchange: NFO, tradingsymbol: NIFTY13OCT2627450CE, symboltoken: 44928
    825. exchange: NFO, tradingsymbol: NIFTY13OCT2627450PE, symboltoken: 44929
    826. exchange: NFO, tradingsymbol: NIFTY13OCT2627500CE, symboltoken: 44930
    827. exchange: NFO, tradingsymbol: NIFTY13OCT2627500PE, symboltoken: 44931
    828. exchange: NFO, tradingsymbol: NIFTY13OCT2627550CE, symboltoken: 44932
    829. exchange: NFO, tradingsymbol: NIFTY13OCT2627550PE, symboltoken: 44933
    830. exchange: NFO, tradingsymbol: NIFTY13OCT2627600CE, symboltoken: 44934
    831. exchange: NFO, tradingsymbol: NIFTY13OCT2627600PE, symboltoken: 44935
    832. exchange: NFO, tradingsymbol: NIFTY13OCT2627650CE, symboltoken: 44936
    833. exchange: NFO, tradingsymbol: NIFTY13OCT2627650PE, symboltoken: 44937
    834. exchange: NFO, tradingsymbol: NIFTY13OCT2627700CE, symboltoken: 44938
    835. exchange: NFO, tradingsymbol: NIFTY13OCT2627700PE, symboltoken: 44939
    836. exchange: NFO, tradingsymbol: NIFTY13OCT2627750CE, symboltoken: 44941
    837. exchange: NFO, tradingsymbol: NIFTY13OCT2627750PE, symboltoken: 44944
    838. exchange: NFO, tradingsymbol: NIFTY13OCT2627800CE, symboltoken: 44945
    839. exchange: NFO, tradingsymbol: NIFTY13OCT2627800PE, symboltoken: 44948
    840. exchange: NFO, tradingsymbol: NIFTY13OCT2627850CE, symboltoken: 44950
    841. exchange: NFO, tradingsymbol: NIFTY13OCT2627850PE, symboltoken: 44951
    842. exchange: NFO, tradingsymbol: NIFTY13OCT2627900CE, symboltoken: 44952
    843. exchange: NFO, tradingsymbol: NIFTY13OCT2627900PE, symboltoken: 44953
    844. exchange: NFO, tradingsymbol: NIFTY13OCT2627950CE, symboltoken: 44954
    845. exchange: NFO, tradingsymbol: NIFTY13OCT2627950PE, symboltoken: 44955
    846. exchange: NFO, tradingsymbol: NIFTY13OCT2628000CE, symboltoken: 44956
    847. exchange: NFO, tradingsymbol: NIFTY13OCT2628000PE, symboltoken: 44957
    848. exchange: NFO, tradingsymbol: NIFTY13OCT2628050CE, symboltoken: 44958
    849. exchange: NFO, tradingsymbol: NIFTY13OCT2628050PE, symboltoken: 44959
    850. exchange: NFO, tradingsymbol: NIFTY13OCT2628100CE, symboltoken: 44960
    851. exchange: NFO, tradingsymbol: NIFTY13OCT2628100PE, symboltoken: 44961
    852. exchange: NFO, tradingsymbol: NIFTY13OCT2628150CE, symboltoken: 44962
    853. exchange: NFO, tradingsymbol: NIFTY13OCT2628150PE, symboltoken: 44963
    854. exchange: NFO, tradingsymbol: NIFTY13OCT2628200CE, symboltoken: 44964
    855. exchange: NFO, tradingsymbol: NIFTY13OCT2628200PE, symboltoken: 44968
    856. exchange: NFO, tradingsymbol: NIFTY13OCT2628250CE, symboltoken: 44969
    857. exchange: NFO, tradingsymbol: NIFTY13OCT2628250PE, symboltoken: 44976
    858. exchange: NFO, tradingsymbol: NIFTY13OCT2628300CE, symboltoken: 44977
    859. exchange: NFO, tradingsymbol: NIFTY13OCT2628300PE, symboltoken: 44986
    860. exchange: NFO, tradingsymbol: NIFTY13OCT2628350CE, symboltoken: 44987
    861. exchange: NFO, tradingsymbol: NIFTY13OCT2628350PE, symboltoken: 44993
    862. exchange: NFO, tradingsymbol: NIFTY13OCT2628400CE, symboltoken: 44998
    863. exchange: NFO, tradingsymbol: NIFTY13OCT2628400PE, symboltoken: 44999
    864. exchange: NFO, tradingsymbol: NIFTY13OCT2628450CE, symboltoken: 45000
    865. exchange: NFO, tradingsymbol: NIFTY13OCT2628450PE, symboltoken: 45001
    866. exchange: NFO, tradingsymbol: NIFTY13OCT2628500CE, symboltoken: 45002
    867. exchange: NFO, tradingsymbol: NIFTY13OCT2628500PE, symboltoken: 45005
    868. exchange: NFO, tradingsymbol: NIFTY13OCT2628550CE, symboltoken: 45006
    869. exchange: NFO, tradingsymbol: NIFTY13OCT2628550PE, symboltoken: 45007
    870. exchange: NFO, tradingsymbol: NIFTY13OCT2628600CE, symboltoken: 45010
    871. exchange: NFO, tradingsymbol: NIFTY13OCT2628600PE, symboltoken: 45011
    872. exchange: NFO, tradingsymbol: NIFTY13OCT2628650CE, symboltoken: 45012
    873. exchange: NFO, tradingsymbol: NIFTY13OCT2628650PE, symboltoken: 45013
    874. exchange: NFO, tradingsymbol: NIFTY13OCT2628700CE, symboltoken: 45014
    875. exchange: NFO, tradingsymbol: NIFTY13OCT2628700PE, symboltoken: 45015
    876. exchange: NFO, tradingsymbol: NIFTY13OCT2628750CE, symboltoken: 45016
    877. exchange: NFO, tradingsymbol: NIFTY13OCT2628750PE, symboltoken: 45023
    878. exchange: NFO, tradingsymbol: NIFTY13OCT2628800CE, symboltoken: 45024
    879. exchange: NFO, tradingsymbol: NIFTY13OCT2628800PE, symboltoken: 45025
    880. exchange: NFO, tradingsymbol: NIFTY13OCT2628850CE, symboltoken: 45026
    881. exchange: NFO, tradingsymbol: NIFTY13OCT2628850PE, symboltoken: 45030
    882. exchange: NFO, tradingsymbol: NIFTY13OCT2628900CE, symboltoken: 45031
    883. exchange: NFO, tradingsymbol: NIFTY13OCT2628900PE, symboltoken: 45039
    884. exchange: NFO, tradingsymbol: NIFTY19OCT2617850CE, symboltoken: 46941
    885. exchange: NFO, tradingsymbol: NIFTY19OCT2617850PE, symboltoken: 46942
    886. exchange: NFO, tradingsymbol: NIFTY19OCT2617900CE, symboltoken: 46943
    887. exchange: NFO, tradingsymbol: NIFTY19OCT2617900PE, symboltoken: 46944
    888. exchange: NFO, tradingsymbol: NIFTY19OCT2617950CE, symboltoken: 46945
    889. exchange: NFO, tradingsymbol: NIFTY19OCT2617950PE, symboltoken: 46946
    890. exchange: NFO, tradingsymbol: NIFTY19OCT2618000CE, symboltoken: 46947
    891. exchange: NFO, tradingsymbol: NIFTY19OCT2618000PE, symboltoken: 46948
    892. exchange: NFO, tradingsymbol: NIFTY19OCT2618050CE, symboltoken: 46949
    893. exchange: NFO, tradingsymbol: NIFTY19OCT2618050PE, symboltoken: 46950
    894. exchange: NFO, tradingsymbol: NIFTY19OCT2618100CE, symboltoken: 46951
    895. exchange: NFO, tradingsymbol: NIFTY19OCT2618100PE, symboltoken: 46952
    896. exchange: NFO, tradingsymbol: NIFTY19OCT2618150CE, symboltoken: 46953
    897. exchange: NFO, tradingsymbol: NIFTY19OCT2618150PE, symboltoken: 46954
    898. exchange: NFO, tradingsymbol: NIFTY19OCT2618200CE, symboltoken: 46955
    899. exchange: NFO, tradingsymbol: NIFTY19OCT2618200PE, symboltoken: 46956
    900. exchange: NFO, tradingsymbol: NIFTY19OCT2618250CE, symboltoken: 46957
    901. exchange: NFO, tradingsymbol: NIFTY19OCT2618250PE, symboltoken: 46958
    902. exchange: NFO, tradingsymbol: NIFTY19OCT2618300CE, symboltoken: 46959
    903. exchange: NFO, tradingsymbol: NIFTY19OCT2618300PE, symboltoken: 46960
    904. exchange: NFO, tradingsymbol: NIFTY19OCT2618350CE, symboltoken: 46961
    905. exchange: NFO, tradingsymbol: NIFTY19OCT2618350PE, symboltoken: 46962
    906. exchange: NFO, tradingsymbol: NIFTY19OCT2618400CE, symboltoken: 46963
    907. exchange: NFO, tradingsymbol: NIFTY19OCT2618400PE, symboltoken: 46964
    908. exchange: NFO, tradingsymbol: NIFTY19OCT2618450CE, symboltoken: 46965
    909. exchange: NFO, tradingsymbol: NIFTY19OCT2618450PE, symboltoken: 46966
    910. exchange: NFO, tradingsymbol: NIFTY19OCT2618500CE, symboltoken: 46967
    911. exchange: NFO, tradingsymbol: NIFTY19OCT2618500PE, symboltoken: 46968
    912. exchange: NFO, tradingsymbol: NIFTY19OCT2618550CE, symboltoken: 46969
    913. exchange: NFO, tradingsymbol: NIFTY19OCT2618550PE, symboltoken: 46970
    914. exchange: NFO, tradingsymbol: NIFTY19OCT2618600CE, symboltoken: 46971
    915. exchange: NFO, tradingsymbol: NIFTY19OCT2618600PE, symboltoken: 46972
    916. exchange: NFO, tradingsymbol: NIFTY19OCT2618650CE, symboltoken: 46973
    917. exchange: NFO, tradingsymbol: NIFTY19OCT2618650PE, symboltoken: 46974
    918. exchange: NFO, tradingsymbol: NIFTY19OCT2618700CE, symboltoken: 46975
    919. exchange: NFO, tradingsymbol: NIFTY19OCT2618700PE, symboltoken: 46976
    920. exchange: NFO, tradingsymbol: NIFTY19OCT2618750CE, symboltoken: 46977
    921. exchange: NFO, tradingsymbol: NIFTY19OCT2618750PE, symboltoken: 46978
    922. exchange: NFO, tradingsymbol: NIFTY19OCT2618800CE, symboltoken: 46979
    923. exchange: NFO, tradingsymbol: NIFTY19OCT2618800PE, symboltoken: 46980
    924. exchange: NFO, tradingsymbol: NIFTY19OCT2618850CE, symboltoken: 46981
    925. exchange: NFO, tradingsymbol: NIFTY19OCT2618850PE, symboltoken: 46982
    926. exchange: NFO, tradingsymbol: NIFTY19OCT2618900CE, symboltoken: 46983
    927. exchange: NFO, tradingsymbol: NIFTY19OCT2618900PE, symboltoken: 46984
    928. exchange: NFO, tradingsymbol: NIFTY19OCT2618950CE, symboltoken: 46985
    929. exchange: NFO, tradingsymbol: NIFTY19OCT2618950PE, symboltoken: 46986
    930. exchange: NFO, tradingsymbol: NIFTY19OCT2619000CE, symboltoken: 46987
    931. exchange: NFO, tradingsymbol: NIFTY19OCT2619000PE, symboltoken: 46988
    932. exchange: NFO, tradingsymbol: NIFTY19OCT2619050CE, symboltoken: 46989
    933. exchange: NFO, tradingsymbol: NIFTY19OCT2619050PE, symboltoken: 46990
    934. exchange: NFO, tradingsymbol: NIFTY19OCT2619100CE, symboltoken: 46991
    935. exchange: NFO, tradingsymbol: NIFTY19OCT2619100PE, symboltoken: 46992
    936. exchange: NFO, tradingsymbol: NIFTY19OCT2619150CE, symboltoken: 46993
    937. exchange: NFO, tradingsymbol: NIFTY19OCT2619150PE, symboltoken: 46994
    938. exchange: NFO, tradingsymbol: NIFTY19OCT2619200CE, symboltoken: 46995
    939. exchange: NFO, tradingsymbol: NIFTY19OCT2619200PE, symboltoken: 46996
    940. exchange: NFO, tradingsymbol: NIFTY19OCT2619250CE, symboltoken: 46997
    941. exchange: NFO, tradingsymbol: NIFTY19OCT2619250PE, symboltoken: 46998
    942. exchange: NFO, tradingsymbol: NIFTY19OCT2619300CE, symboltoken: 46999
    943. exchange: NFO, tradingsymbol: NIFTY19OCT2619300PE, symboltoken: 47000
    944. exchange: NFO, tradingsymbol: NIFTY19OCT2619350CE, symboltoken: 47001
    945. exchange: NFO, tradingsymbol: NIFTY19OCT2619350PE, symboltoken: 47002
    946. exchange: NFO, tradingsymbol: NIFTY19OCT2619400CE, symboltoken: 47003
    947. exchange: NFO, tradingsymbol: NIFTY19OCT2619400PE, symboltoken: 47004
    948. exchange: NFO, tradingsymbol: NIFTY19OCT2619450CE, symboltoken: 47005
    949. exchange: NFO, tradingsymbol: NIFTY19OCT2619450PE, symboltoken: 47006
    950. exchange: NFO, tradingsymbol: NIFTY19OCT2619500CE, symboltoken: 47007
    951. exchange: NFO, tradingsymbol: NIFTY19OCT2619500PE, symboltoken: 47008
    952. exchange: NFO, tradingsymbol: NIFTY19OCT2619550CE, symboltoken: 47009
    953. exchange: NFO, tradingsymbol: NIFTY19OCT2619550PE, symboltoken: 47010
    954. exchange: NFO, tradingsymbol: NIFTY19OCT2619600CE, symboltoken: 47011
    955. exchange: NFO, tradingsymbol: NIFTY19OCT2619600PE, symboltoken: 47012
    956. exchange: NFO, tradingsymbol: NIFTY19OCT2619650CE, symboltoken: 47013
    957. exchange: NFO, tradingsymbol: NIFTY19OCT2619650PE, symboltoken: 47014
    958. exchange: NFO, tradingsymbol: NIFTY19OCT2619700CE, symboltoken: 47015
    959. exchange: NFO, tradingsymbol: NIFTY19OCT2619700PE, symboltoken: 47016
    960. exchange: NFO, tradingsymbol: NIFTY19OCT2619750CE, symboltoken: 47017
    961. exchange: NFO, tradingsymbol: NIFTY19OCT2619750PE, symboltoken: 47018
    962. exchange: NFO, tradingsymbol: NIFTY19OCT2619800CE, symboltoken: 47019
    963. exchange: NFO, tradingsymbol: NIFTY19OCT2619800PE, symboltoken: 47020
    964. exchange: NFO, tradingsymbol: NIFTY19OCT2619850CE, symboltoken: 47021
    965. exchange: NFO, tradingsymbol: NIFTY19OCT2619850PE, symboltoken: 47022
    966. exchange: NFO, tradingsymbol: NIFTY19OCT2619900CE, symboltoken: 47023
    967. exchange: NFO, tradingsymbol: NIFTY19OCT2619900PE, symboltoken: 47024
    968. exchange: NFO, tradingsymbol: NIFTY19OCT2619950CE, symboltoken: 47025
    969. exchange: NFO, tradingsymbol: NIFTY19OCT2619950PE, symboltoken: 47026
    970. exchange: NFO, tradingsymbol: NIFTY19OCT2620000CE, symboltoken: 47027
    971. exchange: NFO, tradingsymbol: NIFTY19OCT2620000PE, symboltoken: 47028
    972. exchange: NFO, tradingsymbol: NIFTY19OCT2620050CE, symboltoken: 47029
    973. exchange: NFO, tradingsymbol: NIFTY19OCT2620050PE, symboltoken: 47030
    974. exchange: NFO, tradingsymbol: NIFTY19OCT2620100CE, symboltoken: 47031
    975. exchange: NFO, tradingsymbol: NIFTY19OCT2620100PE, symboltoken: 47032
    976. exchange: NFO, tradingsymbol: NIFTY19OCT2620150CE, symboltoken: 47033
    977. exchange: NFO, tradingsymbol: NIFTY19OCT2620150PE, symboltoken: 47034
    978. exchange: NFO, tradingsymbol: NIFTY19OCT2620200CE, symboltoken: 47035
    979. exchange: NFO, tradingsymbol: NIFTY19OCT2620200PE, symboltoken: 47036
    980. exchange: NFO, tradingsymbol: NIFTY19OCT2620250CE, symboltoken: 47037
    981. exchange: NFO, tradingsymbol: NIFTY19OCT2620250PE, symboltoken: 47038
    982. exchange: NFO, tradingsymbol: NIFTY19OCT2620300CE, symboltoken: 47039
    983. exchange: NFO, tradingsymbol: NIFTY19OCT2620300PE, symboltoken: 47040
    984. exchange: NFO, tradingsymbol: NIFTY19OCT2620350CE, symboltoken: 47041
    985. exchange: NFO, tradingsymbol: NIFTY19OCT2620350PE, symboltoken: 47042
    986. exchange: NFO, tradingsymbol: NIFTY19OCT2620400CE, symboltoken: 47043
    987. exchange: NFO, tradingsymbol: NIFTY19OCT2620400PE, symboltoken: 47044
    988. exchange: NFO, tradingsymbol: NIFTY19OCT2620450CE, symboltoken: 47045
    989. exchange: NFO, tradingsymbol: NIFTY19OCT2620450PE, symboltoken: 47046
    990. exchange: NFO, tradingsymbol: NIFTY19OCT2620500CE, symboltoken: 47047
    991. exchange: NFO, tradingsymbol: NIFTY19OCT2620500PE, symboltoken: 47048
    992. exchange: NFO, tradingsymbol: NIFTY19OCT2620550CE, symboltoken: 47049
    993. exchange: NFO, tradingsymbol: NIFTY19OCT2620550PE, symboltoken: 47050
    994. exchange: NFO, tradingsymbol: NIFTY19OCT2620600CE, symboltoken: 47051
    995. exchange: NFO, tradingsymbol: NIFTY19OCT2620600PE, symboltoken: 47052
    996. exchange: NFO, tradingsymbol: NIFTY19OCT2620650CE, symboltoken: 47053
    997. exchange: NFO, tradingsymbol: NIFTY19OCT2620650PE, symboltoken: 47054
    998. exchange: NFO, tradingsymbol: NIFTY19OCT2620700CE, symboltoken: 47055
    999. exchange: NFO, tradingsymbol: NIFTY19OCT2620700PE, symboltoken: 47056
    1000. exchange: NFO, tradingsymbol: NIFTY19OCT2620750CE, symboltoken: 47057
    1001. exchange: NFO, tradingsymbol: NIFTY19OCT2620750PE, symboltoken: 47058
    1002. exchange: NFO, tradingsymbol: NIFTY19OCT2620800CE, symboltoken: 47059
    1003. exchange: NFO, tradingsymbol: NIFTY19OCT2620800PE, symboltoken: 47060
    1004. exchange: NFO, tradingsymbol: NIFTY19OCT2620850CE, symboltoken: 47061
    1005. exchange: NFO, tradingsymbol: NIFTY19OCT2620850PE, symboltoken: 47062
    1006. exchange: NFO, tradingsymbol: NIFTY19OCT2620900CE, symboltoken: 47063
    1007. exchange: NFO, tradingsymbol: NIFTY19OCT2620900PE, symboltoken: 47064
    1008. exchange: NFO, tradingsymbol: NIFTY19OCT2620950CE, symboltoken: 47065
    1009. exchange: NFO, tradingsymbol: NIFTY19OCT2620950PE, symboltoken: 47066
    1010. exchange: NFO, tradingsymbol: NIFTY19OCT2621000CE, symboltoken: 47067
    1011. exchange: NFO, tradingsymbol: NIFTY19OCT2621000PE, symboltoken: 47068
    1012. exchange: NFO, tradingsymbol: NIFTY19OCT2621050CE, symboltoken: 47069
    1013. exchange: NFO, tradingsymbol: NIFTY19OCT2621050PE, symboltoken: 47070
    1014. exchange: NFO, tradingsymbol: NIFTY19OCT2621100CE, symboltoken: 47071
    1015. exchange: NFO, tradingsymbol: NIFTY19OCT2621100PE, symboltoken: 47072
    1016. exchange: NFO, tradingsymbol: NIFTY19OCT2621150CE, symboltoken: 47073
    1017. exchange: NFO, tradingsymbol: NIFTY19OCT2621150PE, symboltoken: 47074
    1018. exchange: NFO, tradingsymbol: NIFTY19OCT2621200CE, symboltoken: 47075
    1019. exchange: NFO, tradingsymbol: NIFTY19OCT2621200PE, symboltoken: 47076
    1020. exchange: NFO, tradingsymbol: NIFTY19OCT2621250CE, symboltoken: 47077
    1021. exchange: NFO, tradingsymbol: NIFTY19OCT2621250PE, symboltoken: 47078
    1022. exchange: NFO, tradingsymbol: NIFTY19OCT2621300CE, symboltoken: 47079
    1023. exchange: NFO, tradingsymbol: NIFTY19OCT2621300PE, symboltoken: 47080
    1024. exchange: NFO, tradingsymbol: NIFTY19OCT2621350CE, symboltoken: 47081
    1025. exchange: NFO, tradingsymbol: NIFTY19OCT2621350PE, symboltoken: 47082
    1026. exchange: NFO, tradingsymbol: NIFTY19OCT2621400CE, symboltoken: 47083
    1027. exchange: NFO, tradingsymbol: NIFTY19OCT2621400PE, symboltoken: 47084
    1028. exchange: NFO, tradingsymbol: NIFTY19OCT2621450PE, symboltoken: 47086
    1029. exchange: NFO, tradingsymbol: NIFTY19OCT2621500CE, symboltoken: 47087
    1030. exchange: NFO, tradingsymbol: NIFTY19OCT2621500PE, symboltoken: 47088
    1031. exchange: NFO, tradingsymbol: NIFTY19OCT2621550CE, symboltoken: 47089
    1032. exchange: NFO, tradingsymbol: NIFTY19OCT2621550PE, symboltoken: 47090
    1033. exchange: NFO, tradingsymbol: NIFTY19OCT2621600CE, symboltoken: 47094
    1034. exchange: NFO, tradingsymbol: NIFTY19OCT2621600PE, symboltoken: 47095
    1035. exchange: NFO, tradingsymbol: NIFTY19OCT2621650CE, symboltoken: 47097
    1036. exchange: NFO, tradingsymbol: NIFTY19OCT2621650PE, symboltoken: 47099
    1037. exchange: NFO, tradingsymbol: NIFTY19OCT2621700CE, symboltoken: 47100
    1038. exchange: NFO, tradingsymbol: NIFTY19OCT2621700PE, symboltoken: 47101
    1039. exchange: NFO, tradingsymbol: NIFTY19OCT2621750CE, symboltoken: 47102
    1040. exchange: NFO, tradingsymbol: NIFTY19OCT2621750PE, symboltoken: 47103
    1041. exchange: NFO, tradingsymbol: NIFTY19OCT2621800CE, symboltoken: 47104
    1042. exchange: NFO, tradingsymbol: NIFTY19OCT2621800PE, symboltoken: 47105
    1043. exchange: NFO, tradingsymbol: NIFTY19OCT2621850CE, symboltoken: 47106
    1044. exchange: NFO, tradingsymbol: NIFTY19OCT2621850PE, symboltoken: 47107
    1045. exchange: NFO, tradingsymbol: NIFTY19OCT2621900CE, symboltoken: 47108
    1046. exchange: NFO, tradingsymbol: NIFTY19OCT2621900PE, symboltoken: 47109
    1047. exchange: NFO, tradingsymbol: NIFTY19OCT2621950CE, symboltoken: 47110
    1048. exchange: NFO, tradingsymbol: NIFTY19OCT2621950PE, symboltoken: 47111
    1049. exchange: NFO, tradingsymbol: NIFTY19OCT2622000CE, symboltoken: 47112
    1050. exchange: NFO, tradingsymbol: NIFTY19OCT2622000PE, symboltoken: 47113
    1051. exchange: NFO, tradingsymbol: NIFTY19OCT2622050CE, symboltoken: 47114
    1052. exchange: NFO, tradingsymbol: NIFTY19OCT2622100CE, symboltoken: 47117
    1053. exchange: NFO, tradingsymbol: NIFTY19OCT2622100PE, symboltoken: 47118
    1054. exchange: NFO, tradingsymbol: NIFTY19OCT2622150CE, symboltoken: 47119
    1055. exchange: NFO, tradingsymbol: NIFTY19OCT2622150PE, symboltoken: 47120
    1056. exchange: NFO, tradingsymbol: NIFTY19OCT2622200CE, symboltoken: 47121
    1057. exchange: NFO, tradingsymbol: NIFTY19OCT2622200PE, symboltoken: 47122
    1058. exchange: NFO, tradingsymbol: NIFTY19OCT2622250CE, symboltoken: 47123
    1059. exchange: NFO, tradingsymbol: NIFTY19OCT2622250PE, symboltoken: 47124
    1060. exchange: NFO, tradingsymbol: NIFTY19OCT2622300CE, symboltoken: 47125
    1061. exchange: NFO, tradingsymbol: NIFTY19OCT2622300PE, symboltoken: 47126
    1062. exchange: NFO, tradingsymbol: NIFTY19OCT2622350CE, symboltoken: 47127
    1063. exchange: NFO, tradingsymbol: NIFTY19OCT2622350PE, symboltoken: 47128
